,0
2011-11-18,98054857.45777953
2011-11-21,96166346.21277955
2011-11-22,95842239.46277954
2011-11-23,93772485.84777954
2011-11-25,93523166.59477952
2011-11-28,96230889.28277954
2011-11-29,96479612.93277954
2011-11-30,100637340.72277954
2011-12-01,100452793.37277955
2011-12-02,100498607.28277953
2011-12-05,101533831.21277954
2011-12-06,101692419.73127954
2011-12-07,102013409.50627954
2011-12-08,99922680.20627953
2011-12-09,101595087.83627954
2011-12-12,100126759.57627954
2011-12-13,99367889.79627953
2011-12-14,98301584.34627953
2011-12-15,98635071.81127954
2011-12-16,98977819.03127955
2011-12-19,97840091.43627954
2011-12-20,100686526.29627955
2011-12-21,100825062.86127955
2011-12-22,101667296.65627953
2011-12-23,102635107.45627953
2011-12-27,102623690.44477953
2011-12-28,101398253.23237954
2011-12-29,102491631.76737954
2011-12-30,102050694.32237953
2012-01-03,103583881.79237953
2012-01-04,103624552.75737952
2012-01-05,103886814.78237954
2012-01-06,103650781.29737952
2012-01-09,103846875.63737953
2012-01-10,104771592.49237953
2012-01-11,104865467.42237954
2012-01-12,105094446.10737951
2012-01-13,104652077.77737953
2012-01-17,105001241.99237953
2012-01-18,106103336.80237952
2012-01-19,106586817.06487952
2012-01-20,106724447.06487952
2012-01-23,106723156.28087951
2012-01-24,106556889.50907953
2012-01-25,107386781.62407953
2012-01-26,106815005.87807953
2012-01-27,106618429.28407952
2012-01-30,106417461.75407952
2012-01-31,106407944.64407954
2012-02-01,107338712.19907953
2012-02-02,107456983.43337953
2012-02-03,109017871.68337952
2012-02-06,109017689.39837953
2012-02-07,109229206.03337952
2012-02-08,109516267.01837954
2012-02-09,109670689.15337951
2012-02-10,108963914.30837952
2012-02-13,109725300.61087953
2012-02-14,109610768.29837951
2012-02-15,108979577.68337953
2012-02-16,110209650.96837954
2012-02-17,110473600.09337953
2012-02-21,110601673.71837953
2012-02-22,110238934.38837953
2012-02-23,110716425.43587953
2012-02-24,110912302.48587953
2012-02-27,111102527.93587953
2012-02-28,111582892.08337952
2012-02-29,111168444.12837952
2012-03-01,111844823.87587953
2012-03-02,111573833.88587953
2012-03-05,111223102.30087951
2012-03-06,109555467.52087952
2012-03-07,110328147.41107953
2012-03-08,111325936.33717954
2012-03-09,111629397.58357954
2012-03-12,111771047.76857953
2012-03-13,113832926.33417954
2012-03-14,113772224.26917954
2012-03-15,114428809.6141795
2012-03-16,114506784.38417953
2012-03-19,115007676.46417955
2012-03-20,114765420.13417952
2012-03-21,114499148.25667952
2012-03-22,113748001.85667954
2012-03-23,114100539.37167953
2012-03-26,115738391.24667953
2012-03-27,115442969.70667952
2012-03-28,114948809.68667953
2012-03-29,114723147.59167953
2012-03-30,115170765.79667953
2012-04-02,116017952.6891795
2012-04-03,115554097.9891795
2012-04-04,114456973.75417952
2012-04-05,114490920.67917952
2012-04-09,113285755.59917952
2012-04-10,111375636.69547951
2012-04-11,112185691.16917951
2012-04-12,113660097.32417952
2012-04-13,112239854.68917951
2012-04-16,112211613.32417952
2012-04-17,113970498.69917953
2012-04-18,113560513.2941795
2012-04-19,112845512.59167953
2012-04-20,113035912.4266795
2012-04-23,112061792.48867951
2012-04-24,112466446.06667951
2012-04-25,114022564.20867951
2012-04-26,114828064.22867952
2012-04-27,115150452.61117952
2012-04-30,114645159.46117951
2012-05-01,115041154.60117951
2012-05-02,114820642.38617952
2012-05-03,113968077.53777951
2012-05-04,112171808.60077952
2012-05-07,112211077.50877951
2012-05-08,111770971.03777952
2012-05-09,111018805.73777951
2012-05-10,111365958.14777952
2012-05-11,110973695.92087953
2012-05-14,109718723.62087953
2012-05-15,109209823.00087953
2012-05-16,108853493.66087952
2012-05-17,107339306.70587952
2012-05-18,106611483.49187952
2012-05-21,108189046.4958795
2012-05-22,108266968.4433795
2012-05-23,108503090.23837951
2012-05-24,108710923.7283795
2012-05-25,108415469.63837951
2012-05-29,109604198.67337951
2012-05-30,108150585.65837951
2012-05-31,107992976.08837952
2012-06-01,105382638.24337953
2012-06-04,105449643.91337952
2012-06-05,105960134.3233795
2012-06-06,108383019.15087952
2012-06-07,108427323.00587952
2012-06-08,109349541.16587952
2012-06-11,108035118.06387952
2012-06-12,109262780.38887951
2012-06-13,108626014.15137953
2012-06-14,109761125.44137952
2012-06-15,110840335.78137952
2012-06-18,110990924.78887951
2012-06-19,112033558.69387951
2012-06-20,111851134.90237951
2012-06-21,109527184.26137953
2012-06-22,110251142.47637953
2012-06-25,108618697.74137951
2012-06-26,109110680.71637951
2012-06-27,109947218.80387951
2012-06-28,109674357.88387951
2012-06-29,112363489.39637952
2012-07-02,112605962.79637952
2012-07-03,113286172.06883751
2012-07-05,112817223.64625353
2012-07-06,111860894.06586553
2012-07-09,111775975.43772152
2012-07-10,110931002.75392751
2012-07-11,110925953.63041553
2012-07-12,110377473.22052753
2012-07-13,112223638.58534752
2012-07-16,111958801.25934753
2012-07-17,112788716.68406752
2012-07-18,113489084.12125354
2012-07-19,113770854.65316351
2012-07-20,112674885.10198352
2012-07-23,111699332.96647951
2012-07-24,110731492.99819352
2012-07-25,110629282.43670353
2012-07-26,112349606.27682653
2012-07-27,114479054.65441053
2012-07-30,114484221.95265353
2012-07-31,114031548.12807553
2012-08-01,113668227.90514351
2012-08-02,112901218.04685152
2012-08-03,114995195.59139952
2012-08-06,115234370.48800153
2012-08-07,115734767.51788953
2012-08-08,115790457.07850753
2012-08-09,115814555.36791752
2012-08-10,116097412.62574951
2012-08-13,116025647.4173835
2012-08-14,116129936.28111951
2012-08-15,116296422.72696653
2012-08-16,117088642.56891054
2012-08-17,117308677.49327052
2012-08-20,117363127.4238605
2012-08-21,116883033.16034451
2012-08-22,116956003.53055252
2012-08-23,116062145.53752051
2012-08-24,116843138.01080652
2012-08-27,116825624.47233452
2012-08-28,116743008.59598653
2012-08-29,116835846.00119454
2012-08-30,115985659.22909452
2012-08-31,116590585.66544852
2012-09-04,116462128.12609452
2012-09-05,116364365.43960652
2012-09-06,118692102.11605252
2012-09-07,119107296.9691565
2012-09-10,118370520.86085853
2012-09-11,118703418.43122452
2012-09-12,118983492.93156253
2012-09-13,120994308.99636452
2012-09-14,121398957.18791053
2012-09-17,121127344.40250053
2012-09-18,121031482.77806452
2012-09-19,121127468.00287852
2012-09-20,121148288.68337852
2012-09-21,121067675.21360852
2012-09-24,120875157.50588252
2012-09-25,119679459.55104052
2012-09-26,119063419.06165852
2012-09-27,120134348.05084452
2012-09-28,119587046.20083052
2012-10-01,119953289.0551305
2012-10-02,119747097.7041305
2012-10-03,120304015.26013051
2012-10-04,121114697.0151305
2012-10-05,121067050.11013049
2012-10-08,120633424.92013049
2012-10-09,119469520.49773051
2012-10-10,118822698.35813048
2012-10-11,118782846.9151305
2012-10-12,118466563.39013049
2012-10-15,119473432.26953049
2012-10-16,120618432.05833049
2012-10-17,121087496.75563051
2012-10-18,120736845.73313048
2012-10-19,118770642.8207305
2012-10-22,118820399.45463051
2012-10-23,117135701.7732305
2012-10-24,116886768.1346305
2012-10-25,117211719.80063048
2012-10-26,117166418.3746305
2012-10-29,117166418.3746305
2012-10-30,117166418.3746305
2012-10-31,116428579.15433049
2012-11-01,117563273.4997305
2012-11-02,116525438.22623052
2012-11-05,116698390.61243048
2012-11-06,117627716.8344305
2012-11-07,114941565.75383049
2012-11-08,113539266.35763049
2012-11-09,113731911.9135305
2012-11-12,113752276.6895305
2012-11-13,113286178.1962305
2012-11-14,111745812.24523051
2012-11-15,111476806.4295305
2012-11-16,112036155.7801305
2012-11-19,114260964.27303049
2012-11-20,114353719.85743049
2012-11-21,114664831.71943049
2012-11-23,116160374.43943049
2012-11-26,115971847.9394305
2012-11-27,115336869.7008305
2012-11-28,116306334.5869305
2012-11-29,116865629.71893051
2012-11-30,116913309.5279305
2012-12-03,116366983.4520305
2012-12-04,116091915.5773305
2012-12-05,116261684.5129305
2012-12-06,116675597.55353048
2012-12-07,117004967.8015305
2012-12-10,116985749.81273049
2012-12-11,117747713.3671305
2012-12-12,117794528.8304305
2012-12-13,117112208.98893051
2012-12-14,116576987.86833051
2012-12-17,117928733.20873049
2012-12-18,119241500.40813051
2012-12-19,118341234.7772305
2012-12-20,118941102.1886305
2012-12-21,117864177.36363052
2012-12-24,117604204.1096305
2012-12-26,117068976.9667305
2012-12-27,116943683.1756305
2012-12-28,115644970.2290305
2012-12-31,117494905.9744305
2013-01-02,119989914.3462305
2013-01-03,119727282.49433053
2013-01-04,120273818.27033052
2013-01-07,119934658.83303052
2013-01-08,119585719.6496305
2013-01-09,119902134.22023052
2013-01-10,120823481.72623052
2013-01-11,120869869.92123051
2013-01-14,120691887.58173051
2013-01-15,120746259.96123052
2013-01-16,120787027.73923051
2013-01-17,121392579.61423051
2013-01-18,121775638.5492305
2013-01-22,122288018.62823053
2013-01-23,122544361.93623051
2013-01-24,122462429.07123052
2013-01-25,123059259.34123051
2013-01-28,122900741.99723051
2013-01-29,123518947.60823052
2013-01-30,123094925.95823053
2013-01-31,122808061.10123052
2013-02-01,124034873.69323051
2013-02-04,122557529.99823052
2013-02-05,123857390.64503053
2013-02-06,123894435.86923052
2013-02-07,123726128.81423052
2013-02-08,124406133.88123052
2013-02-11,124362387.60623051
2013-02-12,124536447.4262305
2013-02-13,124681783.96873051
2013-02-14,124683587.29623051
2013-02-15,124525260.69123052
2013-02-19,125423985.54223052
2013-02-20,123984563.17923053
2013-02-21,123290861.20023051
2013-02-22,124377591.9412305
2013-02-25,122197811.37123051
2013-02-26,122985278.29573053
2013-02-27,124526886.20123051
2013-02-28,124358402.09923051
2013-03-01,124662853.90123053
2013-03-04,125291237.96723053
2013-03-05,126433552.63623054
2013-03-06,126617756.50863051
2013-03-07,126841087.92513052
2013-03-08,127297810.71613051
2013-03-11,127710690.18013051
2013-03-12,127380158.83013053
2013-03-13,127520791.21013053
2013-03-14,128171171.82513052
2013-03-15,127951341.01113053
2013-03-18,127276383.86513051
2013-03-19,127070960.67013052
2013-03-20,127865907.72913052
2013-03-21,126774650.94513051
2013-03-22,127738886.6401305
2013-03-25,127314917.8231305
2013-03-26,128348692.27113053
2013-03-27,128269781.61113052
2013-03-28,128733791.87413052
2013-04-01,128266631.88113052
2013-04-02,129018814.45913051
2013-04-03,127733000.09113051
2013-04-04,128248546.1596305
2013-04-05,127667087.01713051
2013-04-08,128463513.36413051
2013-04-09,128989125.3871305
2013-04-10,130554979.2071305
2013-04-11,131019170.76663052
2013-04-12,130729992.69213052
2013-04-15,127865903.70713054
2013-04-16,129649942.23713052
2013-04-17,127860760.19213052
2013-04-18,126957654.1191305
2013-04-19,128084406.32713051
2013-04-22,128686961.41913052
2013-04-23,130021093.16213052
2013-04-24,129965409.77263051
2013-04-25,130452957.23863052
2013-04-26,130306774.61563052
2013-04-29,131245286.60363051
2013-04-30,131547029.57063052
2013-05-01,130376284.99363053
2013-05-02,131577078.88363051
2013-05-03,132921538.03563051
2013-05-06,133112994.19863053
2013-05-07,133727831.94263053
2013-05-08,134320402.2126305
2013-05-09,133787694.21263054
2013-05-10,134295987.48663053
2013-05-13,134374567.5076305
2013-05-14,135785863.5646305
2013-05-15,136512045.23263052
2013-05-16,135904371.9591305
2013-05-17,137257596.6091305
2013-05-20,137172696.45413053
2013-05-21,137395318.5691305
2013-05-22,136370265.04713053
2013-05-23,135917122.74013054
2013-05-24,135929112.59563053
2013-05-28,136783269.25613052
2013-05-29,135840580.5556305
2013-05-30,136298055.85063052
2013-05-31,134374753.7496305
2013-06-03,135326899.5596305
2013-06-04,134635458.57563052
2013-06-05,132847553.29263052
2013-06-06,133920784.21313052
2013-06-07,135604426.8781305
2013-06-10,135561176.8105305
2013-06-11,134195968.7405305
2013-06-12,133131957.09053051
2013-06-13,134999242.54553053
2013-06-14,134170320.58053051
2013-06-17,135181466.9465305
2013-06-18,136213271.96053052
2013-06-19,134331867.86753052
2013-06-20,131010447.41953051
2013-06-21,131311285.52653052
2013-06-24,129752946.29653051
2013-06-25,130954153.18653052
2013-06-26,132216553.98763053
2013-06-27,133003490.04763052
2013-06-28,132356797.4826305
2013-07-01,133050671.91263053
2013-07-02,132996692.18263052
2013-07-03,133106936.41263053
2013-07-05,134417949.7526305
2013-07-08,135221242.64863053
2013-07-09,136201562.4476305
2013-07-10,136180939.9276305
2013-07-11,138051055.67713052
2013-07-12,138422728.96613055
2013-07-15,138660432.06763053
2013-07-16,138200794.90263054
2013-07-17,138539023.8306305
2013-07-18,139134534.97763053
2013-07-19,139301623.8076305
2013-07-22,139649260.13063052
2013-07-23,139467097.54063052
2013-07-24,139060997.00563052
2013-07-25,139411548.11463052
2013-07-26,139620199.54963052
2013-07-29,139222615.9756305
2013-07-30,139303583.45763054
2013-07-31,139177481.51063052
2013-08-01,140824572.50063053
2013-08-02,141036456.45363054
2013-08-05,140836552.3906305
2013-08-06,140055374.3266305
2013-08-07,139591090.93063053
2013-08-08,140042592.66963053
2013-08-09,139540736.5836305
2013-08-12,139408631.10563052
2013-08-13,139841285.35513052
2013-08-14,139163582.1326305
2013-08-15,137224066.18063053
2013-08-16,136786889.60263053
2013-08-19,136076008.0256305
2013-08-20,136440366.1376305
2013-08-21,135743000.31363052
2013-08-22,136820976.38763052
2013-08-23,137485071.79263052
2013-08-26,136900467.39263052
2013-08-27,134738822.5326305
2013-08-28,135145629.4101305
2013-08-29,135431321.24913052
2013-08-30,135081207.8456305
2013-09-03,135591283.99763054
2013-09-04,136654603.3486305
2013-09-05,136765877.90963054
2013-09-06,136801693.15663052
2013-09-09,138153296.5220305
2013-09-10,139176664.50203052
2013-09-11,139601613.15483052
2013-09-12,139202479.13233054
2013-09-13,139578156.5003305
2013-09-16,140311719.4563305
2013-09-17,140960331.10133052
2013-09-18,142769815.99833053
2013-09-19,142602870.42333052
2013-09-20,141616875.15433052
2013-09-23,141001862.58033052
2013-09-24,140614735.4633305
2013-09-25,140194562.42683056
2013-09-26,140682194.9008305
2013-09-27,140089391.2208305
2013-09-30,139191806.51783052
2013-10-01,140260780.8298305
2013-10-02,140190370.88483053
2013-10-03,138918262.93683052
2013-10-04,139807405.6228305
2013-10-07,138630929.54483053
2013-10-08,137026750.92083052
2013-10-09,137178968.40983054
2013-10-10,140201661.2663305
2013-10-11,141097830.75633052
2013-10-14,141685050.51533052
2013-10-15,140744997.4143305
2013-10-16,142723507.95933053
2013-10-17,143685042.92633054
2013-10-18,144714523.1253305
2013-10-21,144741838.30733052
2013-10-22,145527404.27433053
2013-10-23,144875647.31633052
2013-10-24,145378191.55733052
2013-10-25,146034098.9003305
2013-10-28,146207753.94633052
2013-10-29,146989015.11733052
2013-10-30,146393873.04733053
2013-10-31,145842274.31733054
2013-11-01,146237729.37833053
2013-11-04,146700330.94633052
2013-11-05,146397083.3353305
2013-11-06,147244060.89233053
2013-11-07,145380995.37933055
2013-11-08,147273115.9843305
2013-11-11,147346959.42333052
2013-11-12,147009785.33433053
2013-11-13,148232441.7853305
2013-11-14,148998052.62633055
2013-11-15,149614748.57833052
2013-11-18,149104032.46033052
2013-11-19,148882720.8263305
2013-11-20,148318478.67333052
2013-11-21,149461058.23733053
2013-11-22,150172638.64233053
2013-11-25,150023419.55033055
2013-11-26,150042769.1653305
2013-11-27,150502866.60533053
2013-11-29,150434703.66533053
2013-12-02,149989221.8103305
2013-12-03,149506543.5623305
2013-12-04,149446367.90733054
2013-12-05,148723527.43333054
2013-12-06,150441920.84383053
2013-12-09,150764484.48003054
2013-12-10,150224151.57503054
2013-12-11,148627747.37803054
2013-12-12,148075416.17303053
2013-12-13,148095589.83803052
2013-12-16,149029925.67803052
2013-12-17,148539102.71403053
2013-12-18,151108687.51803055
2013-12-19,150988222.5330305
2013-12-20,151674879.11803052
2013-12-23,152474618.8680305
2013-12-24,152901614.10803053
2013-12-26,153708092.09803054
2013-12-27,153658537.72173053
2013-12-30,153599462.9342305
2013-12-31,154221224.60023054
2014-01-02,152942433.54723057
2014-01-03,152899198.35723054
2014-01-06,152605362.52223057
2014-01-07,153537958.89973056
2014-01-08,153498405.27723056
2014-01-09,153527099.59523058
2014-01-10,153811724.64763057
2014-01-13,151920816.53823057
2014-01-14,153564193.76223055
2014-01-15,154410203.85723054
2014-01-16,154208786.05723056
2014-01-17,153640802.09723058
2014-01-21,154035476.57223055
2014-01-22,154028500.18523058
2014-01-23,152745225.30523053
2014-01-24,149563443.72523054
2014-01-27,148802031.21043056
2014-01-28,149665129.47443056
2014-01-29,148147331.4794306
2014-01-30,149897115.95743054
2014-01-31,148864415.85543054
2014-02-03,145471849.18543056
2014-02-04,146503564.97443056
2014-02-05,146254499.70043054
2014-02-06,148029730.88543054
2014-02-07,150039791.75543055
2014-02-10,150222047.84543055
2014-02-11,151931199.78343055
2014-02-12,151960348.49043056
2014-02-13,152838810.77543053
2014-02-14,153592829.41043055
2014-02-18,153643745.72043055
2014-02-19,152518345.81043056
2014-02-20,153377568.21043056
2014-02-21,153093955.34043056
2014-02-24,154111406.16543055
2014-02-25,153898010.77043056
2014-02-26,153954102.39043054
2014-02-27,154743226.14293054
2014-02-28,155135999.20293057
2014-03-03,153935982.33293056
2014-03-04,156302760.26733056
2014-03-05,156359190.60293055
2014-03-06,156650991.23793054
2014-03-07,156743394.11293057
2014-03-10,156685842.96653056
2014-03-11,155955483.22653052
2014-03-12,156068720.52553055
2014-03-13,154188843.14903054
2014-03-14,153631692.05053055
2014-03-17,155190599.85553053
2014-03-18,156308241.26523057
2014-03-19,155333720.81903052
2014-03-20,156354433.98403054
2014-03-21,155933098.57403055
2014-03-24,155314350.10803056
2014-03-25,156033752.03203055
2014-03-26,154937750.13383055
