Symbol,Year
UNH,2017
UPS,2017
URI,2017
UTX,2017
UHS,2017
UNM,2017
VFC,2017
VLO,2017
VAR,2017
VTR,2017
VRSN,2017
VRSK,2017
VZ,2017
VRTX,2017
VIAB,2017
V,2017
VNO,2017
VMC,2017
WMT,2017
WBA,2017
DIS,2017
WM,2017
WAT,2017
WEC,2017
WFC,2017
HCN,2017
WDC,2017
WU,2017
WRK,2017
WY,2017
WHR,2017
WMB,2017
WLTW,2017
WYN,2017
WYNN,2017
XEL,2017
XRX,2017
XLNX,2017
XL,2017
XYL,2017
YUM,2017
ZBH,2017
ZION,2017
ZTS,2017
MMM,2016
ABT,2016
ABBV,2016
ACN,2016
ATVI,2016
AYI,2016
ADBE,2016
AAP,2016
AES,2016
AET,2016
AMG,2016
AFL,2016
A,2016
APD,2016
AKAM,2016
ALK,2016
ALB,2016
AGN,2016
LNT,2016
ALXN,2016
ALLE,2016
ADS,2016
ALL,2016
GOOGL,2016
GOOG,2016
MO,2016
AMZN,2016
AEE,2016
AAL,2016
AEP,2016
AXP,2016
AIG,2016
AMT,2016
AWK,2016
AMP,2016
ABC,2016
AME,2016
AMGN,2016
APH,2016
APC,2016
ADI,2016
ANTM,2016
AON,2016
APA,2016
AIV,2016
AAPL,2016
AMAT,2016
ADM,2016
ARNC,2016
AJG,2016
AIZ,2016
T,2016
ADSK,2016
ADP,2016
AN,2016
AZO,2016
AVB,2016
AVY,2016
BHI,2016
BLL,2016
BAC,2016
BK,2016
BCR,2016
BAX,2016
BBT,2016
BDX,2016
BBBY,2016
BRK-B,2016
BBY,2016
BIIB,2016
BLK,2016
HRB,2016
BA,2016
BWA,2016
BXP,2016
BSX,2016
BMY,2016
AVGO,2016
BF-B,2016
CHRW,2016
CA,2016
COG,2016
CPB,2016
COF,2016
CAH,2016
HSIC,2016
KMX,2016
CCL,2016
CAT,2016
CBG,2016
CBS,2016
CELG,2016
CNC,2016
CNP,2016
CTL,2016
CERN,2016
CF,2016
SCHW,2016
CHTR,2016
CHK,2016
CVX,2016
CMG,2016
CB,2016
CHD,2016
CI,2016
XEC,2016
CINF,2016
CTAS,2016
CSCO,2016
C,2016
CFG,2016
CTXS,2016
CLX,2016
CME,2016
CMS,2016
COH,2016
KO,2016
CTSH,2016
CL,2016
CMCSA,2016
CMA,2016
CAG,2016
CXO,2016
COP,2016
ED,2016
STZ,2016
GLW,2016
COST,2016
COTY,2016
CCI,2016
CSRA,2016
CSX,2016
CMI,2016
CVS,2016
DHI,2016
DHR,2016
DRI,2016
DVA,2016
DE,2016
DLPH,2016
DAL,2016
XRAY,2016
DVN,2016
DLR,2016
DFS,2016
DISCA,2016
DISCK,2016
DG,2016
DLTR,2016
D,2016
DOV,2016
DOW,2016
DPS,2016
DTE,2016
DD,2016
DUK,2016
DNB,2016
ETFC,2016
EMN,2016
ETN,2016
EBAY,2016
ECL,2016
EIX,2016
EW,2016
EA,2016
EMR,2016
ENDP,2016
ETR,2016
EVHC,2016
EOG,2016
EQT,2016
EFX,2016
EQIX,2016
EQR,2016
ESS,2016
EL,2016
ES,2016
EXC,2016
EXPE,2016
EXPD,2016
ESRX,2016
EXR,2016
XOM,2016
FFIV,2016
FB,2016
FAST,2016
FRT,2016
FDX,2016
FIS,2016
FITB,2016
FSLR,2016
FE,2016
FISV,2016
FLIR,2016
FLS,2016
FLR,2016
FMC,2016
FTI,2016
FL,2016
F,2016
FTV,2016
FBHS,2016
BEN,2016
FCX,2016
FTR,2016
GPS,2016
GRMN,2016
GD,2016
GE,2016
GGP,2016
GIS,2016
GM,2016
GPC,2016
GILD,2016
GPN,2016
GS,2016
GT,2016
GWW,2016
HAL,2016
HBI,2016
HOG,2016
HAR,2016
HRS,2016
HIG,2016
HAS,2016
HCA,2016
HCP,2016
HP,2016
HES,2016
HPE,2016
HOLX,2016
HD,2016
HON,2016
HRL,2016
HST,2016
HPQ,2016
HUM,2016
HBAN,2016
ITW,2016
ILMN,2016
IR,2016
INTC,2016
ICE,2016
IBM,2016
IP,2016
IPG,2016
IFF,2016
INTU,2016
ISRG,2016
IVZ,2016
IRM,2016
JEC,2016
JBHT,2016
SJM,2016
JNJ,2016
JCI,2016
JPM,2016
JNPR,2016
KSU,2016
K,2016
KEY,2016
KMB,2016
KIM,2016
KMI,2016
KLAC,2016
KSS,2016
KHC,2016
KR,2016
LB,2016
LLL,2016
LH,2016
LRCX,2016
LEG,2016
LEN,2016
LVLT,2016
LUK,2016
LLY,2016
LNC,2016
LLTC,2016
LKQ,2016
LMT,2016
L,2016
LOW,2016
LYB,2016
MAA,2016
MTB,2016
MAC,2016
M,2016
MNK,2016
MRO,2016
MPC,2016
MAR,2016
MMC,2016
MLM,2016
MAS,2016
MA,2016
MAT,2016
MKC,2016
MCD,2016
MCK,2016
MJN,2016
MDT,2016
MRK,2016
MET,2016
MTD,2016
KORS,2016
MCHP,2016
MU,2016
MSFT,2016
MHK,2016
TAP,2016
MDLZ,2016
MON,2016
MNST,2016
MCO,2016
MS,2016
MOS,2016
MSI,2016
MUR,2016
MYL,2016
NDAQ,2016
NOV,2016
NAVI,2016
NTAP,2016
NFLX,2016
NWL,2016
NFX,2016
NEM,2016
NWSA,2016
NWS,2016
NEE,2016
NLSN,2016
NKE,2016
NI,2016
NBL,2016
JWN,2016
NSC,2016
NTRS,2016
NOC,2016
NRG,2016
NUE,2016
NVDA,2016
ORLY,2016
OXY,2016
OMC,2016
OKE,2016
ORCL,2016
PCAR,2016
PH,2016
PDCO,2016
PAYX,2016
PYPL,2016
PNR,2016
PBCT,2016
PEP,2016
PKI,2016
PRGO,2016
PFE,2016
PCG,2016
PM,2016
PSX,2016
PNW,2016
PXD,2016
PBI,2016
PNC,2016
RL,2016
PPG,2016
PPL,2016
PX,2016
PCLN,2016
PFG,2016
PG,2016
PGR,2016
PLD,2016
PRU,2016
PEG,2016
PSA,2016
PHM,2016
PVH,2016
QRVO,2016
PWR,2016
QCOM,2016
DGX,2016
RRC,2016
RTN,2016
O,2016
RHT,2016
REGN,2016
RF,2016
RSG,2016
RAI,2016
RHI,2016
ROK,2016
COL,2016
ROP,2016
ROST,2016
RCL,2016
R,2016
CRM,2016
SCG,2016
SLB,2016
SNI,2016
STX,2016
SEE,2016
SRE,2016
SHW,2016
SIG,2016
SPG,2016
SWKS,2016
SLG,2016
SNA,2016
SO,2016
LUV,2016
SWN,2016
SE,2016
SPGI,2016
STJ,2016
SWK,2016
SPLS,2016
SBUX,2016
STT,2016
SRCL,2016
SYK,2016
STI,2016
SYMC,2016
SYF,2016
SYY,2016
TROW,2016
TGT,2016
TEL,2016
TGNA,2016
TDC,2016
TSO,2016
TXN,2016
TXT,2016
COO,2016
HSY,2016
TRV,2016
TMO,2016
TIF,2016
TWX,2016
TJX,2016
TMK,2016
TSS,2016
TSCO,2016
TDG,2016
RIG,2016
TRIP,2016
FOXA,2016
FOX,2016
TSN,2016
UDR,2016
ULTA,2016
USB,2016
UA,2016
UAA,2016
UNP,2016
UAL,2016
UNH,2016
UPS,2016
URI,2016
UTX,2016
UHS,2016
UNM,2016
URBN,2016
VFC,2016
VLO,2016
VAR,2016
VTR,2016
VRSN,2016
VRSK,2016
VZ,2016
VRTX,2016
VIAB,2016
V,2016
VNO,2016
VMC,2016
WMT,2016
WBA,2016
DIS,2016
WM,2016
WAT,2016
WEC,2016
WFC,2016
HCN,2016
WDC,2016
WU,2016
WRK,2016
WY,2016
WHR,2016
WFM,2016
WMB,2016
WLTW,2016
WYN,2016
WYNN,2016
XEL,2016
XRX,2016
XLNX,2016
XL,2016
XYL,2016
YHOO,2016
YUM,2016
ZBH,2016
ZION,2016
ZTS,2016
MMM,2015
ABT,2015
ABBV,2015
ACN,2015
ACE,2015
ATVI,2015
ADBE,2015
ADT,2015
AAP,2015
AES,2015
AET,2015
AFL,2015
AMG,2015
A,2015
GAS,2015
APD,2015
ARG,2015
AKAM,2015
AA,2015
AGN,2015
ALXN,2015
ALLE,2015
ADS,2015
ALL,2015
GOOGL,2015
GOOG,2015
MO,2015
AMZN,2015
AEE,2015
AAL,2015
AEP,2015
AXP,2015
AIG,2015
AMT,2015
AMP,2015
ABC,2015
AME,2015
AMGN,2015
APH,2015
APC,2015
ADI,2015
AON,2015
APA,2015
AIV,2015
AAPL,2015
AMAT,2015
ADM,2015
AIZ,2015
T,2015
ADSK,2015
ADP,2015
AN,2015
AZO,2015
AVGO,2015
AVB,2015
AVY,2015
BHI,2015
BLL,2015
BAC,2015
BK,2015
BCR,2015
BXLT,2015
BAX,2015
BBT,2015
BDX,2015
BBBY,2015
BRK-B,2015
BBY,2015
BIIB,2015
BLK,2015
HRB,2015
BA,2015
BWA,2015
BXP,2015
BSX,2015
BMY,2015
BRCM,2015
BF-B,2015
CHRW,2015
CA,2015
CVC,2015
COG,2015
CAM,2015
CPB,2015
COF,2015
CAH,2015
HSIC,2015
KMX,2015
CCL,2015
CAT,2015
CBG,2015
CBS,2015
CELG,2015
CNP,2015
CTL,2015
CERN,2015
CF,2015
SCHW,2015
CHK,2015
CVX,2015
CMG,2015
CB,2015
CHD,2015
CI,2015
XEC,2015
CINF,2015
CTAS,2015
CSCO,2015
C,2015
CTXS,2015
CLX,2015
CME,2015
CMS,2015
COH,2015
KO,2015
CCE,2015
CTSH,2015
CL,2015
CPGX,2015
CMCSA,2015
CMA,2015
CAG,2015
COP,2015
CNX,2015
ED,2015
STZ,2015
GLW,2015
COST,2015
CCI,2015
CSRA,2015
CSX,2015
CMI,2015
CVS,2015
DHI,2015
DHR,2015
DRI,2015
DVA,2015
DE,2015
DLPH,2015
DAL,2015
XRAY,2015
DVN,2015
DO,2015
DFS,2015
DISCA,2015
DISCK,2015
DG,2015
DLTR,2015
D,2015
DOV,2015
DOW,2015
DPS,2015
DTE,2015
DD,2015
DUK,2015
DNB,2015
ETFC,2015
EMN,2015
ETN,2015
EBAY,2015
ECL,2015
EIX,2015
EW,2015
EA,2015
EMC,2015
EMR,2015
ENDP,2015
ESV,2015
ETR,2015
EOG,2015
EQT,2015
EFX,2015
EQIX,2015
EQR,2015
ESS,2015
EL,2015
ES,2015
EXC,2015
EXPE,2015
EXPD,2015
ESRX,2015
XOM,2015
FFIV,2015
FB,2015
FAST,2015
FDX,2015
FIS,2015
FITB,2015
FSLR,2015
FE,2015
FISV,2015
FLIR,2015
FLS,2015
FLR,2015
FMC,2015
FTI,2015
F,2015
FOSL,2015
BEN,2015
FCX,2015
FTR,2015
GME,2015
GPS,2015
GRMN,2015
GD,2015
GE,2015
GGP,2015
GIS,2015
GM,2015
GPC,2015
GILD,2015
GS,2015
GT,2015
GWW,2015
HAL,2015
HBI,2015
HOG,2015
HAR,2015
HRS,2015
HIG,2015
HAS,2015
HCA,2015
HCP,2015
HP,2015
HES,2015
HPE,2015
HD,2015
HON,2015
HRL,2015
HST,2015
HPQ,2015
HUM,2015
HBAN,2015
ITW,2015
ILMN,2015
IR,2015
INTC,2015
ICE,2015
IBM,2015
IP,2015
IPG,2015
IFF,2015
INTU,2015
ISRG,2015
IVZ,2015
IRM,2015
JEC,2015
JBHT,2015
JNJ,2015
JCI,2015
JPM,2015
JNPR,2015
KSU,2015
K,2015
KEY,2015
GMCR,2015
KMB,2015
KIM,2015
KMI,2015
KLAC,2015
KSS,2015
KHC,2015
KR,2015
LB,2015
LLL,2015
LH,2015
LRCX,2015
LM,2015
LEG,2015
LEN,2015
LVLT,2015
LUK,2015
LLY,2015
LNC,2015
LLTC,2015
LMT,2015
L,2015
LOW,2015
LYB,2015
MTB,2015
MAC,2015
M,2015
MNK,2015
MRO,2015
MPC,2015
MAR,2015
MMC,2015
MLM,2015
MAS,2015
MA,2015
MAT,2015
MKC,2015
MCD,2015
MHFI,2015
MCK,2015
MJN,2015
WRK,2015
MDT,2015
MRK,2015
MET,2015
KORS,2015
MCHP,2015
MU,2015
MSFT,2015
MHK,2015
TAP,2015
MDLZ,2015
MON,2015
MNST,2015
MCO,2015
MS,2015
MOS,2015
MSI,2015
MUR,2015
MYL,2015
NDAQ,2015
NOV,2015
NAVI,2015
NTAP,2015
NFLX,2015
NWL,2015
NFX,2015
NEM,2015
NWSA,2015
NWS,2015
NEE,2015
NLSN,2015
NKE,2015
NI,2015
NBL,2015
JWN,2015
NSC,2015
NTRS,2015
NOC,2015
NRG,2015
NUE,2015
NVDA,2015
ORLY,2015
OXY,2015
OMC,2015
OKE,2015
ORCL,2015
OI,2015
PCAR,2015
PH,2015
PDCO,2015
PAYX,2015
PYPL,2015
PNR,2015
PBCT,2015
POM,2015
PEP,2015
PKI,2015
PRGO,2015
PFE,2015
PCG,2015
PM,2015
PSX,2015
PNW,2015
PXD,2015
PBI,2015
PCL,2015
PNC,2015
RL,2015
PPG,2015
PPL,2015
PX,2015
PCP,2015
PCLN,2015
PFG,2015
PG,2015
PGR,2015
PLD,2015
PRU,2015
PEG,2015
PSA,2015
PHM,2015
PVH,2015
QRVO,2015
PWR,2015
QCOM,2015
DGX,2015
RRC,2015
RTN,2015
O,2015
RHT,2015
REGN,2015
RF,2015
RSG,2015
RAI,2015
RHI,2015
ROK,2015
COL,2015
ROP,2015
ROST,2015
RCL,2015
R,2015
CRM,2015
SNDK,2015
SCG,2015
SLB,2015
SNI,2015
STX,2015
SEE,2015
SRE,2015
SHW,2015
SIG,2015
SPG,2015
SWKS,2015
SLG,2015
SJM,2015
SNA,2015
SO,2015
LUV,2015
SWN,2015
SE,2015
STJ,2015
SWK,2015
SPLS,2015
SBUX,2015
HOT,2015
STT,2015
SRCL,2015
SYK,2015
STI,2015
SYMC,2015
SYF,2015
SYY,2015
TROW,2015
TGT,2015
TEL,2015
TE,2015
TGNA,2015
THC,2015
TDC,2015
TSO,2015
TXN,2015
TXT,2015
HSY,2015
TRV,2015
TMO,2015
TIF,2015
TWX,2015
TWC,2015
TJX,2015
TMK,2015
TSS,2015
TSCO,2015
RIG,2015
TRIP,2015
FOXA,2015
FOX,2015
TSN,2015
TYC,2015
USB,2015
UA,2015
UNP,2015
UAL,2015
UNH,2015
UPS,2015
URI,2015
UTX,2015
UHS,2015
UNM,2015
URBN,2015
VFC,2015
VLO,2015
VAR,2015
VTR,2015
VRSN,2015
VRSK,2015
VZ,2015
VRTX,2015
VIAB,2015
V,2015
VNO,2015
VMC,2015
WMT,2015
WBA,2015
DIS,2015
WM,2015
WAT,2015
ANTM,2015
WFC,2015
HCN,2015
WDC,2015
WU,2015
WY,2015
WHR,2015
WFM,2015
WMB,2015
WEC,2015
WYN,2015
WYNN,2015
XEL,2015
XRX,2015
XLNX,2015
XL,2015
XYL,2015
YHOO,2015
YUM,2015
ZBH,2015
ZION,2015
ZTS,2015
MMM,2014
ABT,2014
ABBV,2014
ACE,2014
ACN,2014
ACT,2014
ADBE,2014
ADT,2014
AES,2014
AET,2014
AFL,2014
AMG,2014
A,2014
GAS,2014
APD,2014
ARG,2014
AKAM,2014
AA,2014
ALXN,2014
ATI,2014
ALLE,2014
AGN,2014
ADS,2014
ALL,2014
ALTR,2014
MO,2014
AMZN,2014
AEE,2014
AEP,2014
AXP,2014
AIG,2014
AMT,2014
AMP,2014
ABC,2014
AME,2014
AMGN,2014
APH,2014
APC,2014
ADI,2014
AON,2014
APA,2014
AIV,2014
AAPL,2014
AMAT,2014
ADM,2014
AIZ,2014
T,2014
ADSK,2014
ADP,2014
AN,2014
AZO,2014
AVGO,2014
AVB,2014
AVY,2014
AVP,2014
BHI,2014
BLL,2014
BAC,2014
BK,2014
BCR,2014
BAX,2014
BBT,2014
BDX,2014
BBBY,2014
BRK.B,2014
BBY,2014
BIIB,2014
BLK,2014
HRB,2014
BA,2014
BWA,2014
BXP,2014
BSX,2014
BMY,2014
BRCM,2014
BF.B,2014
CHRW,2014
CA,2014
CVC,2014
COG,2014
CAM,2014
CPB,2014
COF,2014
CAH,2014
CFN,2014
KMX,2014
CCL,2014
CAT,2014
CBG,2014
CBS,2014
CELG,2014
CNP,2014
CTL,2014
CERN,2014
CF,2014
SCHW,2014
CHK,2014
CVX,2014
CMG,2014
CB,2014
CI,2014
XEC,2014
CINF,2014
CTAS,2014
CSCO,2014
C,2014
CTXS,2014
CLX,2014
CME,2014
CMS,2014
COH,2014
KO,2014
CCE,2014
CTSH,2014
CL,2014
CMCSA,2014
CMA,2014
CSC,2014
CAG,2014
COP,2014
CNX,2014
ED,2014
STZ,2014
GLW,2014
COST,2014
COV,2014
CCI,2014
CSX,2014
CMI,2014
CVS,2014
DHI,2014
DHR,2014
DRI,2014
DVA,2014
DE,2014
DLPH,2014
DAL,2014
DNR,2014
XRAY,2014
DVN,2014
DO,2014
DTV,2014
DFS,2014
DISCA,2014
DISCK,2014
DG,2014
DLTR,2014
D,2014
DOV,2014
DOW,2014
DPS,2014
DTE,2014
DD,2014
DUK,2014
DNB,2014
ETFC,2014
EMN,2014
ETN,2014
EBAY,2014
ECL,2014
EIX,2014
EW,2014
EA,2014
EMC,2014
EMR,2014
ESV,2014
ETR,2014
EOG,2014
EQT,2014
EFX,2014
EQR,2014
ESS,2014
EL,2014
EXC,2014
EXPE,2014
EXPD,2014
ESRX,2014
XOM,2014
FFIV,2014
FB,2014
FDO,2014
FAST,2014
FDX,2014
FIS,2014
FITB,2014
FSLR,2014
FE,2014
FISV,2014
FLIR,2014
FLS,2014
FLR,2014
FMC,2014
FTI,2014
F,2014
FOSL,2014
BEN,2014
FCX,2014
FTR,2014
GME,2014
GCI,2014
GPS,2014
GRMN,2014
GD,2014
GE,2014
GGP,2014
GIS,2014
GM,2014
GPC,2014
GNW,2014
GILD,2014
GS,2014
GT,2014
GOOGL,2014
GOOG,2014
GWW,2014
HAL,2014
HOG,2014
HAR,2014
HRS,2014
HIG,2014
HAS,2014
HCP,2014
HCN,2014
HP,2014
HES,2014
HPQ,2014
HD,2014
HON,2014
HRL,2014
HSP,2014
HST,2014
HCBK,2014
HUM,2014
HBAN,2014
ITW,2014
IR,2014
TEG,2014
INTC,2014
ICE,2014
IBM,2014
IP,2014
IPG,2014
IFF,2014
INTU,2014
ISRG,2014
IVZ,2014
IRM,2014
JEC,2014
JNJ,2014
JCI,2014
JOY,2014
JPM,2014
JNPR,2014
KSU,2014
K,2014
KEY,2014
GMCR,2014
KMB,2014
KIM,2014
KMI,2014
KLAC,2014
KSS,2014
KRFT,2014
KR,2014
LB,2014
LLL,2014
LH,2014
LRCX,2014
LM,2014
LEG,2014
LEN,2014
LVLT,2014
LUK,2014
LLY,2014
LNC,2014
LLTC,2014
LMT,2014
L,2014
LO,2014
LOW,2014
LYB,2014
MTB,2014
MAC,2014
M,2014
MNK,2014
MRO,2014
MPC,2014
MAR,2014
MMC,2014
MAS,2014
MA,2014
MAT,2014
MKC,2014
MCD,2014
MHFI,2014
MCK,2014
MJN,2014
MWV,2014
MDT,2014
MRK,2014
MET,2014
KORS,2014
MCHP,2014
MU,2014
MSFT,2014
MHK,2014
TAP,2014
MDLZ,2014
MON,2014
MNST,2014
MCO,2014
MS,2014
MOS,2014
MSI,2014
MUR,2014
MYL,2014
NBR,2014
NDAQ,2014
NOV,2014
NAVI,2014
NTAP,2014
NFLX,2014
NWL,2014
NFX,2014
NEM,2014
NWSA,2014
NEE,2014
NLSN,2014
NKE,2014
NI,2014
NE,2014
NBL,2014
JWN,2014
NSC,2014
NTRS,2014
NOC,2014
NU,2014
NRG,2014
NUE,2014
NVDA,2014
ORLY,2014
OXY,2014
OMC,2014
OKE,2014
ORCL,2014
OI,2014
PCG,2014
PCAR,2014
PLL,2014
PH,2014
PDCO,2014
PAYX,2014
PNR,2014
PBCT,2014
POM,2014
PEP,2014
PKI,2014
PRGO,2014
PETM,2014
PFE,2014
PM,2014
PSX,2014
PNW,2014
PXD,2014
PBI,2014
PCL,2014
PNC,2014
RL,2014
PPG,2014
PPL,2014
PX,2014
PCP,2014
PCLN,2014
PFG,2014
PG,2014
PGR,2014
PLD,2014
PRU,2014
PEG,2014
PSA,2014
PHM,2014
PVH,2014
QEP,2014
PWR,2014
QCOM,2014
DGX,2014
RRC,2014
RTN,2014
RHT,2014
REGN,2014
RF,2014
RSG,2014
RAI,2014
RHI,2014
ROK,2014
COL,2014
ROP,2014
ROST,2014
RCL,2014
R,2014
SWY,2014
CRM,2014
SNDK,2014
SCG,2014
SLB,2014
SNI,2014
STX,2014
SEE,2014
SRE,2014
SHW,2014
SIAL,2014
SPG,2014
SJM,2014
SNA,2014
SO,2014
LUV,2014
SWN,2014
SE,2014
STJ,2014
SWK,2014
SPLS,2014
SBUX,2014
HOT,2014
STT,2014
SRCL,2014
SYK,2014
STI,2014
SYMC,2014
SYY,2014
TROW,2014
TGT,2014
TEL,2014
TE,2014
THC,2014
TDC,2014
TSO,2014
TXN,2014
TXT,2014
HSY,2014
TRV,2014
TMO,2014
TIF,2014
TWX,2014
TWC,2014
TJX,2014
TMK,2014
TSS,2014
TSCO,2014
RIG,2014
TRIP,2014
FOXA,2014
TSN,2014
TYC,2014
USB,2014
UA,2014
UNP,2014
UNH,2014
UPS,2014
MLM,2014
URI,2014
UTX,2014
UHS,2014
UNM,2014
URBN,2014
VFC,2014
VLO,2014
VAR,2014
VTR,2014
VRSN,2014
VZ,2014
VRTX,2014
VIAB,2014
V,2014
VNO,2014
VMC,2014
WMT,2014
WAG,2014
DIS,2014
WM,2014
WAT,2014
ANTM,2014
WFC,2014
WDC,2014
WU,2014
WY,2014
WHR,2014
WFM,2014
WMB,2014
WIN,2014
WEC,2014
WYN,2014
WYNN,2014
XEL,2014
XRX,2014
XLNX,2014
XL,2014
XYL,2014
YHOO,2014
YUM,2014
ZMH,2014
ZION,2014
ZTS,2014
MMM,2013
ABT,2013
ABBV,2013
ACE,2013
ACN,2013
ACT,2013
ADBE,2013
ADT,2013
AES,2013
AET,2013
AFL,2013
A,2013
GAS,2013
APD,2013
ARG,2013
AKAM,2013
AA,2013
ALXN,2013
ATI,2013
ALLE,2013
AGN,2013
ADS,2013
ALL,2013
ALTR,2013
MO,2013
AMZN,2013
AEE,2013
AEP,2013
AXP,2013
AIG,2013
AMT,2013
AMP,2013
ABC,2013
AME,2013
AMGN,2013
APH,2013
APC,2013
ADI,2013
AON,2013
APA,2013
AIV,2013
AAPL,2013
AMAT,2013
ADM,2013
AIZ,2013
T,2013
ADSK,2013
ADP,2013
AN,2013
AZO,2013
AVB,2013
AVY,2013
AVP,2013
BHI,2013
BLL,2013
BAC,2013
BK,2013
BCR,2013
BAX,2013
BBT,2013
BEAM,2013
BDX,2013
BBBY,2013
BMS,2013
BRK.B,2013
BBY,2013
BIIB,2013
BLK,2013
HRB,2013
BA,2013
BWA,2013
BXP,2013
BSX,2013
BMY,2013
BRCM,2013
BF.B,2013
CHRW,2013
CA,2013
CVC,2013
COG,2013
CAM,2013
CPB,2013
COF,2013
CAH,2013
CFN,2013
KMX,2013
CCL,2013
CAT,2013
CBG,2013
CBS,2013
CELG,2013
CNP,2013
CTL,2013
CERN,2013
CF,2013
SCHW,2013
CHK,2013
CVX,2013
CMG,2013
CB,2013
CI,2013
CINF,2013
CTAS,2013
CSCO,2013
C,2013
CTXS,2013
CLF,2013
CLX,2013
CME,2013
CMS,2013
COH,2013
KO,2013
CCE,2013
CTSH,2013
CL,2013
CMCSA,2013
CMA,2013
CSC,2013
CAG,2013
COP,2013
CNX,2013
ED,2013
STZ,2013
GLW,2013
COST,2013
COV,2013
CCI,2013
CSX,2013
CMI,2013
CVS,2013
DHI,2013
DHR,2013
DRI,2013
DVA,2013
DE,2013
DLPH,2013
DAL,2013
DNR,2013
XRAY,2013
DVN,2013
DO,2013
DTV,2013
DFS,2013
DISCA,2013
DG,2013
DLTR,2013
D,2013
DOV,2013
DOW,2013
DPS,2013
DTE,2013
DD,2013
DUK,2013
DNB,2013
ETFC,2013
EMN,2013
ETN,2013
EBAY,2013
ECL,2013
EIX,2013
EW,2013
EA,2013
EMC,2013
EMR,2013
ESV,2013
ETR,2013
EOG,2013
EQT,2013
EFX,2013
EQR,2013
EL,2013
EXC,2013
EXPE,2013
EXPD,2013
ESRX,2013
XOM,2013
FFIV,2013
FB,2013
FDO,2013
FAST,2013
FDX,2013
FIS,2013
FITB,2013
FSLR,2013
FE,2013
FISV,2013
FLIR,2013
FLS,2013
FLR,2013
FMC,2013
FTI,2013
F,2013
FRX,2013
FOSL,2013
BEN,2013
FCX,2013
FTR,2013
GME,2013
GCI,2013
GPS,2013
GRMN,2013
GD,2013
GE,2013
GGP,2013
GIS,2013
GM,2013
GPC,2013
GNW,2013
GILD,2013
GS,2013
GT,2013
GOOG,2013
GWW,2013
HAL,2013
HOG,2013
HAR,2013
HRS,2013
HIG,2013
HAS,2013
HCP,2013
HCN,2013
HP,2013
HES,2013
HPQ,2013
HD,2013
HON,2013
HRL,2013
HSP,2013
HST,2013
HCBK,2013
HUM,2013
HBAN,2013
ITW,2013
IR,2013
TEG,2013
INTC,2013
ICE,2013
IBM,2013
IGT,2013
IP,2013
IPG,2013
IFF,2013
INTU,2013
ISRG,2013
IVZ,2013
IRM,2013
JBL,2013
JEC,2013
JNJ,2013
JCI,2013
JOY,2013
JPM,2013
JNPR,2013
KSU,2013
K,2013
KEY,2013
KMB,2013
KIM,2013
KMI,2013
KLAC,2013
KSS,2013
KRFT,2013
KR,2013
LB,2013
LLL,2013
LH,2013
LRCX,2013
LM,2013
LEG,2013
LEN,2013
LUK,2013
LIFE,2013
LLY,2013
LNC,2013
LLTC,2013
LMT,2013
L,2013
LO,2013
LOW,2013
LSI,2013
LYB,2013
MTB,2013
MAC,2013
M,2013
MRO,2013
MPC,2013
MAR,2013
MMC,2013
MAS,2013
MA,2013
MAT,2013
MKC,2013
MCD,2013
MHFI,2013
MCK,2013
MJN,2013
MWV,2013
MDT,2013
MRK,2013
MET,2013
MCHP,2013
MU,2013
MSFT,2013
MHK,2013
TAP,2013
MDLZ,2013
MON,2013
MNST,2013
MCO,2013
MS,2013
MOS,2013
MSI,2013
MUR,2013
MYL,2013
NBR,2013
NDAQ,2013
NOV,2013
NTAP,2013
NFLX,2013
NWL,2013
NFX,2013
NEM,2013
NWSA,2013
NEE,2013
NLSN,2013
NKE,2013
NI,2013
NE,2013
NBL,2013
JWN,2013
NSC,2013
NTRS,2013
NOC,2013
NU,2013
NRG,2013
NUE,2013
NVDA,2013
KORS,2013
ORLY,2013
OXY,2013
OMC,2013
OKE,2013
ORCL,2013
OI,2013
PCG,2013
PCAR,2013
PLL,2013
PH,2013
PDCO,2013
PAYX,2013
BTU,2013
PNR,2013
PBCT,2013
POM,2013
PEP,2013
PKI,2013
PRGO,2013
PETM,2013
PFE,2013
PM,2013
PSX,2013
PNW,2013
PXD,2013
PBI,2013
PCL,2013
PNC,2013
RL,2013
PPG,2013
PPL,2013
PX,2013
PCP,2013
PCLN,2013
PFG,2013
PG,2013
PGR,2013
PLD,2013
PRU,2013
PEG,2013
PSA,2013
PHM,2013
PVH,2013
QEP,2013
PWR,2013
QCOM,2013
DGX,2013
RRC,2013
RTN,2013
RHT,2013
REGN,2013
RF,2013
RSG,2013
RAI,2013
RHI,2013
ROK,2013
COL,2013
ROP,2013
ROST,2013
RDC,2013
R,2013
SWY,2013
CRM,2013
SNDK,2013
SCG,2013
SLB,2013
SNI,2013
STX,2013
SEE,2013
SRE,2013
SHW,2013
SIAL,2013
SPG,2013
SLM,2013
SJM,2013
SNA,2013
SO,2013
LUV,2013
SWN,2013
SE,2013
STJ,2013
SWK,2013
SPLS,2013
SBUX,2013
HOT,2013
STT,2013
SRCL,2013
SYK,2013
STI,2013
SYMC,2013
SYY,2013
TROW,2013
TGT,2013
TEL,2013
TE,2013
THC,2013
TDC,2013
TSO,2013
TXN,2013
TXT,2013
HSY,2013
TRV,2013
TMO,2013
TIF,2013
TWX,2013
