Symbol,Year
TWC,2013
TJX,2013
TMK,2013
TSS,2013
RIG,2013
TRIP,2013
FOXA,2013
TSN,2013
TYC,2013
USB,2013
UNP,2013
UNH,2013
UPS,2013
X,2013
UTX,2013
UNM,2013
URBN,2013
VFC,2013
VLO,2013
VAR,2013
VTR,2013
VRSN,2013
VZ,2013
VRTX,2013
VIAB,2013
V,2013
VNO,2013
VMC,2013
WMT,2013
WAG,2013
DIS,2013
GHC,2013
WM,2013
WAT,2013
WLP,2013
WFC,2013
WDC,2013
WU,2013
WY,2013
WHR,2013
WFM,2013
WMB,2013
WIN,2013
WEC,2013
WPX,2013
WYN,2013
WYNN,2013
XEL,2013
XRX,2013
XLNX,2013
XL,2013
XYL,2013
YHOO,2013
YUM,2013
ZMH,2013
ZION,2013
ZTS,2013
MMM,2012
ABT,2012
ANF,2012
ACE,2012
ACN,2012
ADBE,2012
ADT,2012
AMD,2012
AES,2012
AET,2012
AFL,2012
A,2012
GAS,2012
APD,2012
ARG,2012
AKAM,2012
AA,2012
ALXN,2012
ATI,2012
AGN,2012
ALL,2012
ALTR,2012
MO,2012
AMZN,2012
AEE,2012
AEP,2012
AXP,2012
AIG,2012
AMT,2012
AMP,2012
ABC,2012
AMGN,2012
APH,2012
APC,2012
ADI,2012
AON,2012
APA,2012
AIV,2012
APOL,2012
AAPL,2012
AMAT,2012
ADM,2012
AIZ,2012
T,2012
ADSK,2012
ADP,2012
AN,2012
AZO,2012
AVB,2012
AVY,2012
AVP,2012
BHI,2012
BLL,2012
BAC,2012
BK,2012
BCR,2012
BAX,2012
BBT,2012
BEAM,2012
BDX,2012
BBBY,2012
BMS,2012
BRK.B,2012
BBY,2012
BIG,2012
BIIB,2012
BLK,2012
HRB,2012
BMC,2012
BA,2012
BWA,2012
BXP,2012
BSX,2012
BMY,2012
BRCM,2012
BF.B,2012
CHRW,2012
CA,2012
CVC,2012
COG,2012
CAM,2012
CPB,2012
COF,2012
CAH,2012
CFN,2012
KMX,2012
CCL,2012
CAT,2012
CBG,2012
CBS,2012
CELG,2012
CNP,2012
CTL,2012
CERN,2012
CF,2012
SCHW,2012
CHK,2012
CVX,2012
CMG,2012
CB,2012
CI,2012
CINF,2012
CTAS,2012
CSCO,2012
C,2012
CTXS,2012
CLF,2012
CLX,2012
CME,2012
CMS,2012
COH,2012
KO,2012
CCE,2012
CTSH,2012
CL,2012
CMCSA,2012
CMA,2012
CSC,2012
CAG,2012
COP,2012
CNX,2012
ED,2012
STZ,2012
GLW,2012
COST,2012
CVH,2012
COV,2012
CCI,2012
CSX,2012
CMI,2012
CVS,2012
DHI,2012
DHR,2012
DRI,2012
DVA,2012
DF,2012
DE,2012
DELL,2012
DLPH,2012
DNR,2012
XRAY,2012
DVN,2012
DO,2012
DTV,2012
DFS,2012
DISCA,2012
DG,2012
DLTR,2012
D,2012
DOV,2012
DOW,2012
DPS,2012
DTE,2012
DD,2012
DUK,2012
DNB,2012
ETFC,2012
EMN,2012
ETN,2012
EBAY,2012
ECL,2012
EIX,2012
EW,2012
EA,2012
EMC,2012
EMR,2012
ESV,2012
ETR,2012
EOG,2012
EQT,2012
EFX,2012
EQR,2012
EL,2012
EXC,2012
EXPE,2012
EXPD,2012
ESRX,2012
XOM,2012
FFIV,2012
FDO,2012
FAST,2012
FII,2012
FDX,2012
FIS,2012
FITB,2012
FHN,2012
FSLR,2012
FE,2012
FISV,2012
FLIR,2012
FLS,2012
FLR,2012
FMC,2012
FTI,2012
F,2012
FRX,2012
FOSL,2012
BEN,2012
FCX,2012
FTR,2012
GME,2012
GCI,2012
GPS,2012
GRMN,2012
GD,2012
GE,2012
GIS,2012
GPC,2012
GNW,2012
GILD,2012
GS,2012
GT,2012
GOOG,2012
GWW,2012
HAL,2012
HOG,2012
HAR,2012
HRS,2012
HIG,2012
HAS,2012
HCP,2012
HCN,2012
HNZ,2012
HP,2012
HES,2012
HPQ,2012
HD,2012
HON,2012
HRL,2012
HSP,2012
HST,2012
HCBK,2012
HUM,2012
HBAN,2012
ITW,2012
IR,2012
TEG,2012
INTC,2012
ICE,2012
IBM,2012
IFF,2012
IGT,2012
IP,2012
IPG,2012
INTU,2012
ISRG,2012
IVZ,2012
IRM,2012
JBL,2012
JEC,2012
JDSU,2012
JNJ,2012
JCI,2012
JOY,2012
JPM,2012
JNPR,2012
K,2012
KEY,2012
KMB,2012
KIM,2012
KMI,2012
KLAC,2012
KSS,2012
KRFT,2012
KR,2012
LLL,2012
LH,2012
LRCX,2012
LM,2012
LEG,2012
LEN,2012
LUK,2012
LIFE,2012
LLY,2012
LTD,2012
LNC,2012
LLTC,2012
LMT,2012
L,2012
LO,2012
LOW,2012
LSI,2012
LYB,2012
MTB,2012
M,2012
MRO,2012
MPC,2012
MAR,2012
MMC,2012
MAS,2012
MA,2012
MAT,2012
MKC,2012
MCD,2012
MHP,2012
MCK,2012
MJN,2012
MWV,2012
MDT,2012
MRK,2012
MET,2012
PCS,2012
MCHP,2012
MU,2012
MSFT,2012
MOLX,2012
TAP,2012
MDLZ,2012
MON,2012
MNST,2012
MCO,2012
MS,2012
MOS,2012
MSI,2012
MUR,2012
MYL,2012
NBR,2012
NDAQ,2012
NOV,2012
NTAP,2012
NFLX,2012
NWL,2012
NFX,2012
NEM,2012
NWSA,2012
NEE,2012
NKE,2012
NI,2012
NE,2012
NBL,2012
JWN,2012
NSC,2012
NTRS,2012
NOC,2012
NU,2012
NRG,2012
NUE,2012
NVDA,2012
NYX,2012
ORLY,2012
OXY,2012
OMC,2012
OKE,2012
ORCL,2012
OI,2012
PCAR,2012
PLL,2012
PH,2012
PDCO,2012
PAYX,2012
BTU,2012
JCP,2012
PNR,2012
PBCT,2012
POM,2012
PEP,2012
PKI,2012
PRGO,2012
PETM,2012
PFE,2012
PCG,2012
PM,2012
PSX,2012
PNW,2012
PXD,2012
PBI,2012
PCL,2012
PNC,2012
RL,2012
PPG,2012
PPL,2012
PX,2012
PCP,2012
PCLN,2012
PFG,2012
PG,2012
PGR,2012
PLD,2012
PRU,2012
PEG,2012
PSA,2012
PHM,2012
QEP,2012
PWR,2012
QCOM,2012
DGX,2012
RRC,2012
RTN,2012
RHT,2012
RF,2012
RSG,2012
RAI,2012
RHI,2012
ROK,2012
COL,2012
ROP,2012
ROST,2012
RDC,2012
R,2012
SWY,2012
SAI,2012
CRM,2012
SNDK,2012
SCG,2012
SLB,2012
SNI,2012
STX,2012
SEE,2012
SRE,2012
SHW,2012
SIAL,2012
SPG,2012
SLM,2012
SJM,2012
SNA,2012
SO,2012
LUV,2012
SWN,2012
SE,2012
S,2012
STJ,2012
SWK,2012
SPLS,2012
SBUX,2012
HOT,2012
STT,2012
SRCL,2012
SYK,2012
STI,2012
SYMC,2012
SYY,2012
TROW,2012
TGT,2012
TEL,2012
TE,2012
THC,2012
TDC,2012
TER,2012
TSO,2012
TXN,2012
TXT,2012
HSY,2012
TRV,2012
TMO,2012
TIF,2012
TWX,2012
TWC,2012
TJX,2012
TMK,2012
TSS,2012
TRIP,2012
TSN,2012
TYC,2012
USB,2012
UNP,2012
UNH,2012
UPS,2012
X,2012
UTX,2012
UNM,2012
URBN,2012
VFC,2012
VLO,2012
VAR,2012
VTR,2012
VRSN,2012
VZ,2012
VIAB,2012
V,2012
VNO,2012
VMC,2012
WMT,2012
WAG,2012
DIS,2012
WPO,2012
WM,2012
WAT,2012
WPI,2012
WLP,2012
WFC,2012
WDC,2012
WU,2012
WY,2012
WHR,2012
WFM,2012
WMB,2012
WIN,2012
WEC,2012
WPX,2012
WYN,2012
WYNN,2012
XEL,2012
XRX,2012
XLNX,2012
XL,2012
XYL,2012
YHOO,2012
YUM,2012
ZMH,2012
ZION,2012
MMM,2011
ACE,2011
ABT,2011
ANF,2011
ACN,2011
ADBE,2011
AMD,2011
AES,2011
AET,2011
AFL,2011
A,2011
GAS,2011
APD,2011
ARG,2011
AKAM,2011
AA,2011
ATI,2011
AGN,2011
ALL,2011
ALTR,2011
MO,2011
AMZN,2011
AEE,2011
AEP,2011
AXP,2011
AIG,2011
AMT,2011
AMP,2011
ABC,2011
AMGN,2011
APH,2011
APC,2011
ADI,2011
AON,2011
APA,2011
AIV,2011
APOL,2011
AAPL,2011
AMAT,2011
ADM,2011
AIZ,2011
T,2011
ADSK,2011
ADP,2011
AN,2011
AZO,2011
AVB,2011
AVY,2011
AVP,2011
BHI,2011
BLL,2011
BAC,2011
BK,2011
BCR,2011
BAX,2011
BBT,2011
BDX,2011
BBBY,2011
BMS,2011
BRK.B,2011
BBY,2011
BIG,2011
BIIB,2011
BLK,2011
HRB,2011
BMC,2011
BA,2011
BWA,2011
BXP,2011
BSX,2011
BMY,2011
BRCM,2011
BF.B,2011
CHRW,2011
CA,2011
CVC,2011
COG,2011
CAM,2011
CPB,2011
COF,2011
CAH,2011
CFN,2011
KMX,2011
CCL,2011
CAT,2011
CBG,2011
CBS,2011
CELG,2011
CNP,2011
CTL,2011
CERN,2011
CF,2011
SCHW,2011
CHK,2011
CVX,2011
CB,2011
CI,2011
CINF,2011
CTAS,2011
CSCO,2011
C,2011
CTXS,2011
CLF,2011
CLX,2011
CME,2011
CMS,2011
COH,2011
KO,2011
CCE,2011
CTSH,2011
CL,2011
CMCSA,2011
CMA,2011
CSC,2011
CPWR,2011
CAG,2011
COP,2011
CNX,2011
ED,2011
STZ,2011
CEG,2011
GLW,2011
COST,2011
CVH,2011
COV,2011
CSX,2011
CMI,2011
CVS,2011
DHI,2011
DHR,2011
DRI,2011
DVA,2011
DF,2011
DE,2011
DELL,2011
DNR,2011
XRAY,2011
DVN,2011
DV,2011
DO,2011
DTV,2011
DFS,2011
DISCA,2011
DLTR,2011
D,2011
RRD,2011
DOV,2011
DOW,2011
DPS,2011
DTE,2011
DD,2011
DUK,2011
DNB,2011
ETFC,2011
EMN,2011
ETN,2011
EBAY,2011
ECL,2011
EIX,2011
EW,2011
EP,2011
EA,2011
EMC,2011
EMR,2011
ETR,2011
EOG,2011
EQT,2011
EFX,2011
EQR,2011
EL,2011
EXC,2011
EXPE,2011
EXPD,2011
ESRX,2011
XOM,2011
FFIV,2011
FDO,2011
FAST,2011
FII,2011
FDX,2011
FIS,2011
FITB,2011
FHN,2011
FSLR,2011
FE,2011
FISV,2011
FLIR,2011
FLS,2011
FLR,2011
FMC,2011
FTI,2011
F,2011
FRX,2011
BEAM,2011
BEN,2011
FCX,2011
FTR,2011
GME,2011
GCI,2011
GPS,2011
GD,2011
GE,2011
GIS,2011
GPC,2011
GNW,2011
GILD,2011
GS,2011
GR,2011
GT,2011
GOOG,2011
GWW,2011
HAL,2011
HOG,2011
HAR,2011
HRS,2011
HIG,2011
HAS,2011
HCP,2011
HCN,2011
HNZ,2011
HP,2011
HES,2011
HPQ,2011
HD,2011
HON,2011
HRL,2011
HSP,2011
HST,2011
HCBK,2011
HUM,2011
HBAN,2011
ITW,2011
TEG,2011
INTC,2011
ICE,2011
IBM,2011
IFF,2011
IGT,2011
IP,2011
IPG,2011
INTU,2011
ISRG,2011
IVZ,2011
IRM,2011
XYL,2011
JBL,2011
JEC,2011
CBE,2011
JDSU,2011
JNJ,2011
JCI,2011
JOY,2011
JPM,2011
JNPR,2011
K,2011
KEY,2011
KMB,2011
KIM,2011
KLAC,2011
KSS,2011
KFT,2011
KR,2011
LLL,2011
LH,2011
LM,2011
LEG,2011
LEN,2011
LUK,2011
LXK,2011
LIFE,2011
LLY,2011
LTD,2011
LNC,2011
LLTC,2011
LMT,2011
L,2011
LO,2011
LOW,2011
LSI,2011
MTB,2011
M,2011
MRO,2011
MPC,2011
MAR,2011
MMC,2011
MAS,2011
ANR,2011
MA,2011
MAT,2011
MKC,2011
MCD,2011
MHP,2011
MCK,2011
MJN,2011
MWV,2011
MHS,2011
MDT,2011
MRK,2011
MET,2011
PCS,2011
MCHP,2011
MU,2011
MSFT,2011
MOLX,2011
TAP,2011
MON,2011
MCO,2011
MS,2011
MOS,2011
MMI,2011
MSI,2011
MUR,2011
MYL,2011
NBR,2011
NDAQ,2011
NOV,2011
NTAP,2011
NFLX,2011
NWL,2011
NFX,2011
NEM,2011
NWSA,2011
NEE,2011
NKE,2011
NI,2011
NE,2011
NBL,2011
JWN,2011
NSC,2011
NTRS,2011
NOC,2011
NU,2011
CMG,2011
NVLS,2011
NRG,2011
NUE,2011
NVDA,2011
NYX,2011
ORLY,2011
OXY,2011
OMC,2011
OKE,2011
ORCL,2011
OI,2011
PCAR,2011
IR,2011
PLL,2011
PH,2011
PDCO,2011
PAYX,2011
BTU,2011
JCP,2011
PBCT,2011
POM,2011
PEP,2011
PKI,2011
PRGO,2011
PFE,2011
PCG,2011
PM,2011
PNW,2011
PXD,2011
PBI,2011
PCL,2011
PNC,2011
RL,2011
PPG,2011
PPL,2011
PX,2011
PCP,2011
PCLN,2011
PFG,2011
PG,2011
PGN,2011
PGR,2011
PLD,2011
PRU,2011
PEG,2011
PSA,2011
PHM,2011
QEP,2011
PWR,2011
QCOM,2011
DGX,2011
RRC,2011
RTN,2011
RHT,2011
RF,2011
RSG,2011
RAI,2011
RHI,2011
ROK,2011
COL,2011
ROP,2011
ROST,2011
RDC,2011
R,2011
SWY,2011
SAI,2011
CRM,2011
SNDK,2011
SLE,2011
SCG,2011
SLB,2011
SNI,2011
SEE,2011
SHLD,2011
SRE,2011
SHW,2011
SIAL,2011
SPG,2011
SLM,2011
SJM,2011
SNA,2011
SO,2011
LUV,2011
SWN,2011
SE,2011
S,2011
STJ,2011
SWK,2011
SPLS,2011
SBUX,2011
HOT,2011
STT,2011
SRCL,2011
SYK,2011
SUN,2011
STI,2011
SVU,2011
SYMC,2011
SYY,2011
TROW,2011
TGT,2011
TEL,2011
TE,2011
THC,2011
TDC,2011
TER,2011
TSO,2011
TXN,2011
TXT,2011
HSY,2011
TRV,2011
TMO,2011
TIF,2011
TWX,2011
TWC,2011
TIE,2011
TJX,2011
TMK,2011
TSS,2011
TRIP,2011
TSN,2011
TYC,2011
USB,2011
UNP,2011
UNH,2011
UPS,2011
X,2011
UTX,2011
UNM,2011
URBN,2011
VFC,2011
VLO,2011
VAR,2011
VTR,2011
VRSN,2011
VZ,2011
VIAB,2011
V,2011
VNO,2011
VMC,2011
WMT,2011
WAG,2011
DIS,2011
WPO,2011
WM,2011
WAT,2011
WPI,2011
WLP,2011
WFC,2011
WDC,2011
WU,2011
WY,2011
WHR,2011
WFM,2011
WMB,2011
WIN,2011
WEC,2011
WYN,2011
WYNN,2011
XEL,2011
XRX,2011
XLNX,2011
XL,2011
YHOO,2011
YUM,2011
ZMH,2011
ZION,2011
MMM,2010
ACE,2010
ABT,2010
ANF,2010
ADBE,2010
AMD,2010
AES,2010
AET,2010
AFL,2010
A,2010
APD,2010
ARG,2010
AKS,2010
AKAM,2010
AA,2010
AYE,2010
ATI,2010
AGN,2010
ALL,2010
ALTR,2010
MO,2010
AMZN,2010
AEE,2010
AEP,2010
AXP,2010
AIG,2010
AMT,2010
AMP,2010
ABC,2010
AMGN,2010
APH,2010
APC,2010
ADI,2010
AON,2010
APA,2010
AIV,2010
APOL,2010
AAPL,2010
AMAT,2010
ADM,2010
AIZ,2010
T,2010
ADSK,2010
ADP,2010
AN,2010
AZO,2010
AVB,2010
AVY,2010
AVP,2010
BHI,2010
BLL,2010
BAC,2010
BK,2010
BCR,2010
BAX,2010
BBT,2010
BDX,2010
BBBY,2010
BMS,2010
BRKB,2010
BBY,2010
BIG,2010
BIIB,2010
HRB,2010
BMC,2010
BA,2010
BXP,2010
BSX,2010
BMY,2010
BRCM,2010
BFB,2010
CHRW,2010
CA,2010
COG,2010
CAM,2010
CPB,2010
COF,2010
CAH,2010
CFN,2010
KMX,2010
CCL,2010
CAT,2010
CBG,2010
CBS,2010
CELG,2010
CNP,2010
CTL,2010
CEPH,2010
CERN,2010
CF,2010
SCHW,2010
CHK,2010
CVX,2010
CB,2010
CI,2010
CINF,2010
CTAS,2010
CSCO,2010
C,2010
CTXS,2010
CLF,2010
CLX,2010
CME,2010
CMS,2010
COH,2010
KO,2010
CCE,2010
CTSH,2010
CL,2010
CMCSA,2010
CMA,2010
CSC,2010
CPWR,2010
CAG,2010
COP,2010
CNX,2010
ED,2010
STZ,2010
CEG,2010
GLW,2010
COST,2010
CVH,2010
CSX,2010
CMI,2010
CVS,2010
DHI,2010
DHR,2010
DRI,2010
DVA,2010
DF,2010
DE,2010
DELL,2010
DNR,2010
XRAY,2010
DVN,2010
DV,2010
DO,2010
DTV,2010
DFS,2010
DISCA,2010
D,2010
RRD,2010
DOV,2010
DOW,2010
DPS,2010
DTE,2010
DD,2010
DUK,2010
DNB,2010
ETFC,2010
EMN,2010
EK,2010
ETN,2010
EBAY,2010
ECL,2010
EIX,2010
EP,2010
ERTS,2010
EMC,2010
EMR,2010
ETR,2010
EOG,2010
EQT,2010
EFX,2010
EQR,2010
EL,2010
EXC,2010
EXPE,2010
EXPD,2010
ESRX,2010
XOM,2010
FDO,2010
FAST,2010
FII,2010
FDX,2010
FIS,2010
FITB,2010
FHN,2010
FSLR,2010
FE,2010
FISV,2010
FLIR,2010
FLS,2010
FLR,2010
FMC,2010
FTI,2010
F,2010
FRX,2010
FO,2010
BEN,2010
FCX,2010
FTR,2010
GME,2010
GCI,2010
GPS,2010
GD,2010
GE,2010
GIS,2010
GPC,2010
GNW,2010
GENZ,2010
GILD,2010
GS,2010
GR,2010
GT,2010
GOOG,2010
GWW,2010
HAL,2010
HOG,2010
HAR,2010
HRS,2010
HIG,2010
HAS,2010
HCP,2010
HCN,2010
HNZ,2010
HP,2010
HES,2010
HPQ,2010
HD,2010
HON,2010
HRL,2010
HSP,2010
HST,2010
HCBK,2010
HUM,2010
HBAN,2010
ITW,2010
TEG,2010
INTC,2010
ICE,2010
IBM,2010
IFF,2010
IGT,2010
IP,2010
IPG,2010
INTU,2010
ISRG,2010
IVZ,2010
IRM,2010
ITT,2010
JBL,2010
JEC,2010
JNS,2010
JDSU,2010
JNJ,2010
JCI,2010
JPM,2010
JNPR,2010
K,2010
KEY,2010
KMB,2010
KIM,2010
KG,2010
KLAC,2010
KSS,2010
KFT,2010
KR,2010
LLL,2010
LH,2010
LM,2010
LEG,2010
LEN,2010
LUK,2010
LXK,2010
LIFE,2010
LLY,2010
LTD,2010
LNC,2010
LLTC,2010
LMT,2010
L,2010
LO,2010
LOW,2010
LSI,2010
MTB,2010
M,2010
MRO,2010
MAR,2010
MMC,2010
MI,2010
MAS,2010
MEE,2010
MA,2010
MAT,2010
MFE,2010
MKC,2010
MCD,2010
MHP,2010
MCK,2010
MJN,2010
MWV,2010
MHS,2010
MDT,2010
WFR,2010
MRK,2010
MDP,2010
MET,2010
PCS,2010
MCHP,2010
MU,2010
MSFT,2010
MOLX,2010
TAP,2010
MON,2010
MWW,2010
MCO,2010
MS,2010
MOT,2010
MUR,2010
MYL,2010
NBR,2010
NDAQ,2010
NOV,2010
NSM,2010
NTAP,2010
NYT,2010
NWL,2010
NEM,2010
NWSA,2010
NEE,2010
GAS,2010
NKE,2010
NI,2010
NBL,2010
JWN,2010
NSC,2010
NTRS,2010
NOC,2010
NU,2010
NOVL,2010
NVLS,2010
NRG,2010
NUE,2010
NVDA,2010
NYX,2010
ORLY,2010
OXY,2010
ODP,2010
OMC,2010
OKE,2010
ORCL,2010
OI,2010
PCAR,2010
IR,2010
PLL,2010
PH,2010
PDCO,2010
PAYX,2010
BTU,2010
JCP,2010
PBCT,2010
POM,2010
PEP,2010
PKI,2010
PFE,2010
PCG,2010
PM,2010
PNW,2010
PXD,2010
PBI,2010
PCL,2010
PNC,2010
RL,2010
PPG,2010
PPL,2010
PX,2010
PCP,2010
PCLN,2010
PFG,2010
PG,2010
PGN,2010
PGR,2010
PLD,2010
PRU,2010
PEG,2010
PSA,2010
PHM,2010
QEP,2010
QLGC,2010
PWR,2010
QCOM,2010
DGX,2010
Q,2010
RSH,2010
RRC,2010
RTN,2010
RHT,2010
RF,2010
RSG,2010
RAI,2010
RHI,2010
ROK,2010
COL,2010
ROP,2010
ROST,2010
RDC,2010
R,2010
SWY,2010
SAI,2010
CRM,2010
SNDK,2010
SLE,2010
SCG,2010
SLB,2010
SNI,2010
SEE,2010
SHLD,2010
SRE,2010
SHW,2010
SIAL,2010
SPG,2010
SLM,2010
SJM,2010
SNA,2010
SO,2010
LUV,2010
SWN,2010
SE,2010
S,2010
STJ,2010
SWK,2010
SPLS,2010
SBUX,2010
HOT,2010
STT,2010
SRCL,2010
SYK,2010
SUN,2010
STI,2010
SVU,2010
SYMC,2010
SYY,2010
TROW,2010
TGT,2010
TE,2010
TLAB,2010
THC,2010
TDC,2010
TER,2010
TSO,2010
TXN,2010
TXT,2010
HSY,2010
TRV,2010
TMO,2010
TIF,2010
TWX,2010
TWC,2010
TIE,2010
TJX,2010
TMK,2010
TSS,2010
TSN,2010
TYC,2010
USB,2010
UNP,2010
UNH,2010
UPS,2010
X,2010
UTX,2010
UNM,2010
URBN,2010
VFC,2010
VLO,2010
VAR,2010
VTR,2010
VRSN,2010
VZ,2010
VIAB,2010
V,2010
VNO,2010
VMC,2010
WMT,2010
WAG,2010
DIS,2010
WPO,2010
WM,2010
WAT,2010
WPI,2010
WLP,2010
WFC,2010
WDC,2010
WU,2010
WY,2010
WHR,2010
WFMI,2010
WMB,2010
WIN,2010
WEC,2010
WYN,2010
WYNN,2010
XEL,2010
XRX,2010
XLNX,2010
XL,2010
YHOO,2010
YUM,2010
ZMH,2010
ZION,2010
